Username	User handle	Tweet	Date of posting	Text	Retweet count	Like count
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573250109227569152	Fri Sep 23 09:57:10 +0000 2022	"Dwarkadas - I am a member of this political party. I am not an outsider
I am showing a greater allegiance. 

How can they say ""Mr Sarvankar"" left the Shiv Sena. This is all Mr Desai's imagination. 

#BombayHC #ShivSena #UddhavThackeray
#EknathShinde"	1	8
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573249125508063233	Fri Sep 23 09:53:15 +0000 2022	"Dwarkadas - I will show the difference between registered political party and recognised political party. 

#BombayHC #ShivSena #UddhavThackeray
#EknathShinde"	1	9
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573249119371788288	Fri Sep 23 09:53:14 +0000 2022	"Dwarkadas -  Mr Desai should know that his government has lost the election. It is not the govt. of Mr. Uddhav Thackeray that is ruling the state.

#BombayHC #ShivSena #UddhavThackeray
#EknathShinde"	1	8
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573249113717866496	Fri Sep 23 09:53:12 +0000 2022	"Dwarkadas - If Shiv Sena, THE PARTY, as MR Desai claims it. I am not trying to drag other issues between the parties. My compilation was dismissed as if it is irrelevant that orders of the SC were ignored. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	4
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573249108571455488	Fri Sep 23 09:53:11 +0000 2022	"Dwarkadas - I could have understood if there was no history to the petition. Those are not the circumstances unless the court has to wear blinkers. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	5
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573247628238032896	Fri Sep 23 09:47:18 +0000 2022	"Dwarkadas reads out portions where Desai asserts himself as the secretary of Shiv Sena, a registered political party. 

And that the Dusshera rally is a tradition of the party. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	7
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573247362906132481	Fri Sep 23 09:46:15 +0000 2022	S.357A CrPC | Magistrate &amp; Sessions Judge Should Recommend In Judgment Whether There Is Need For Compensation To Rehabilitate Victim: Karnataka HC @plumbermushi https://t.co/tWpOpyYAgd	3	3
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573247189350227969	Fri Sep 23 09:45:34 +0000 2022	"Sr Adv Dwarkadar -The petitioner says my intervention shouldn't even be considered. 

Kindly see the cause title. What does it say? It says 'The Shiv Sena' a registered political party

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	7
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573246826970746880	Fri Sep 23 09:44:07 +0000 2022	"Sathe - On any parameter my decision cannot be faulted after the police report that the permission can create a law and order situation. Granting permission despite that would be absurd. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	2	6
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573245782089953285	Fri Sep 23 09:39:58 +0000 2022	"Sathe reading another judgement on the civic body's right to use their discretion. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	6
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573245417223237632	Fri Sep 23 09:38:31 +0000 2022	"Sathe - During Ganesh there were large number of incidences that took place in this ward. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	8
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573245411426729985	Fri Sep 23 09:38:30 +0000 2022	"Sathe - Both of them have been consistently making applications...this year they have not made an application for the same event, so how are we wrong in asking the police. 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	10
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573245105884233728	Fri Sep 23 09:37:17 +0000 2022	#courtroomexchange #SupremeCourt	0	1
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573244433126281217	Fri Sep 23 09:34:36 +0000 2022	"Counsel refers to case law.

Bench: You take it up with your own State, State of Tamil Nadu. It will take it up on your behalf.

The Bench gives liberty to withdraw and seek appropriate legal remedy."	0	10
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573244431230443520	Fri Sep 23 09:34:36 +0000 2022	"[Mullaperiyar Dam]

Counsel: Thousands of farmers are before you, your lordship. September-October, we are not getting sufficient water for irrigation of land in Tamil Nadu. State of Kerala is not co-operating. 

 [...]

Bench: How do you file under A. 32 and seek mandamus?"	3	30
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573244344509042694	Fri Sep 23 09:34:15 +0000 2022	"Sathe reading a judgement laying down the ratio that ""Courts should not normally interfere in matters relating to law and order."" 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	12
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573243922960326657	Fri Sep 23 09:32:35 +0000 2022	Agricultural Land Cultivated Only For A Few Days: ITAT Allows Exemption https://t.co/zYBOgMSQY6	3	7
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573243901477289984	Fri Sep 23 09:32:30 +0000 2022	"Sathe - We don't know but we asked the police. (Regarding J Dhanuka's query) 

#UddhavThackeray #EknathShinde #BombayHighCourt #ShivSena"	1	13
Live Law	@LiveLawIndia	https://twitter.com/LiveLawIndia/status/1573243716793401345	Fri Sep 23 09:31:46 +0000 2022	"Both these matters to be listed before a different bench: Court orders. 

Senior Adv Kapil Sibal: its adjourned for the 6th time. I'm not complaining but just pointing out. 

Adv Kaleeswaram Raj: It's a case which is 27 years old."	0	3
To view the rest of results (1000) you need to become a paid member. Please navigate to https://botster.io/settings/buy-credits to buy credits.						

